120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0
120	0
120	0
120	0
120	0
120	0
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
120	0.095
